impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,location_for_map,Memo
K17-103755,A541964,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1780723,LOST,Vader,Cat,,Male,Bengal,Unknown,10/09/2017 12:00:00 AM,Date Lost,13100 NE 145TH PL,KIRKLAND,WA,98034,KIRKLAND,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1780723,Image Copyright HLP Inc. 2017,"13100 NE 145TH PL
KIRKLAND, WA 98034
",
K17-104365,A544452,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1788187,In Public Home,,Cat,,,Domestic Longhair,Black / White,10/29/2017 12:00:00 AM,Date Found,21100 INTERNATIONAL BLVD,SEATAC,WA,98198,SEATAC,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1788187,Image Copyright HLP Inc. 2017,"21100 INTERNATIONAL BLVD
SEATAC, WA 98198
",
K17-104534,A545214,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1790525,LOST,Cody,Dog,,Male,Basenji,Unknown,11/04/2017 12:00:00 AM,Date Lost,FRED MEYER IN SOUTH SEATTLE,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1790525,Image Copyright HLP Inc. 2017,"FRED MEYER IN SOUTH SEATTLE
",
K17-103722,A541855,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1780290,LOST,Pokey,Dog,,Male,Toy Poodle,Unknown,10/09/2017 12:00:00 AM,Date Lost,3800 S 130TH ST,TUKWILA,WA,98168,TUKWILA,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1780290,Image Copyright HLP Inc. 2017,"3800 S 130TH ST
TUKWILA, WA 98168
",
K17-103488,A540884,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1777923,LOST,Binx,Cat,,Male,American Shorthair,Unknown,10/01/2017 12:00:00 AM,Date Lost,10500 NE 120TH PL,KIRKLAND,WA,98034,KIRKLAND,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1777923,Image Copyright HLP Inc. 2017,"10500 NE 120TH PL
KIRKLAND, WA 98034
",
K17-103882,A542547,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1782113,In Public Home,,Dog,,Female,Great Dane,Brown / White,10/08/2017 12:00:00 AM,Date Found,4800 S 187TH PL,SEATAC,WA,98188,SEATAC,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1782113,Image Copyright HLP Inc. 2017,"4800 S 187TH PL
SEATAC, WA 98188
",
K17-103308,A539943,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1775732,LOST,Josie,Dog,,Female,Jack Russell Terrier,Unknown,09/27/2017 12:00:00 AM,Date Lost,18300 NE 143RD PL,WOODINVILLE,WA,98072,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1775732,Image Copyright HLP Inc. 2017,"18300 NE 143RD PL
WOODINVILLE, WA 98072
",
K17-103268,A539818,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1775288,In Public Home,,Bird,,,Fowl,Unknown,09/26/2017 12:00:00 AM,Date Found,25200 109TH PL SE,KENT,WA,98030,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1775288,Image Copyright HLP Inc. 2017,"25200 109TH PL SE
KENT, WA 98030
",
K17-103613,A541448,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1779175,In Public Home,,Cat,,Female,Domestic Shorthair,White,10/01/2017 12:00:00 AM,Date Found,ROSE HILL AREA,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1779175,Image Copyright HLP Inc. 2017,"ROSE HILL AREA
",
K17-104401,A544633,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1788679,LOST,Loki,Cat,,Male,Domestic Longhair,Unknown,10/12/2017 12:00:00 AM,Date Lost,92ND AVE NE,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1788679,Image Copyright HLP Inc. 2017,"92ND AVE NE
",
K17-103811,A542247,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1781537,LOST,Butch,Dog,,Male,Chihuahua - Long Haired,Unknown,10/01/2017 12:00:00 AM,Date Lost,9TH AVE,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1781537,Image Copyright HLP Inc. 2017,"9TH AVE
",
K17-103376,A540352,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1776760,LOST,Sophie,Dog,,Female,Australian Kelpie,Unknown,09/29/2017 12:00:00 AM,Date Lost,ANACORTES AND NE 24TH STREET IN RENTON,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1776760,Image Copyright HLP Inc. 2017,"ANACORTES AND NE 24TH STREET IN RENTON
",
K17-104378,A544479,Regional Animal Services of King County,LOST,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1788311,LOST,Calipso,Cat,,Female,Domestic Longhair,Unknown,10/16/2017 12:00:00 AM,Date Lost,201 MT PARK BLVD SW APT A 206,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1788311,Image Copyright HLP Inc. 2017,"201 MT PARK BLVD SW APT A 206
",
K17-104231,A544055,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A544055,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,3 MONTHS,Neutered Male,Domestic Shorthair,Black / White,10/26/2017 12:00:00 AM,Received on,26100 78TH AVE S,KENT,WA,98032,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A544055,Image Copyright HLP Inc. 2017,"26100 78TH AVE S
KENT, WA 98032
","Received on: 2017-10-26<p></p> Found Near: 26100 78TH AVE S, KENT WA 98032<p></p> Description: Black / White Neutered Male Domestic Shorthair Cat<p></p> Age: 3 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-104598,A545548,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A545548,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,9 WEEKS,Female,Domestic Shorthair,Black / White,11/06/2017 12:00:00 AM,Received on,15500 SE GREEN VALLEY RD,AUBURN,WA,98092,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A545548,Image Copyright HLP Inc. 2017,"15500 SE GREEN VALLEY RD
AUBURN, WA 98092
","Received on: 2017-11-06<p></p> Found Near: 15500 SE GREEN VALLEY RD, AUBURN WA 98092<p></p> Description: Black / White Female Domestic Shorthair Cat<p></p> Age: 9 WEEKS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-104474,A545099,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A545099,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,2 YEARS,Neutered Male,Domestic Shorthair,Black / White,11/03/2017 12:00:00 AM,Received on,21600 64TH AVE S,KENT,WA,98032,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A545099,Image Copyright HLP Inc. 2017,"21600 64TH AVE S
KENT, WA 98032
","Received on: 2017-11-03<p></p> Found Near: 21600 64TH AVE S, KENT WA 98032<p></p> Description: Black / White Neutered Male Domestic Shorthair Cat<p></p> Age: 2 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-104257,A544104,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A544104,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Draco,Cat,2 YEARS,Neutered Male,Domestic Shorthair,Brn Tabby,10/27/2017 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A544104,Image Copyright HLP Inc. 2017,,"Received on: 2017-10-27<p></p> Description: Brn Tabby<p></p>  Neutered Male Domestic Shorthair Cat<p></p> Age: 2 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi! My name is Draco and I am available for adoption.<p></p><p></p>I was transferred in from another rescue on October 27, 2017. <p></p><p></p>I am very shy and nervous at first. Once I warm up, I am an affectionate lovebug who would be thrilled to cuddle up with you at home and I love to rub my head into your hand to ask for attention!<p></p><p></p>Because of my shy nature, I would do best in a calm, quiet home.<p></p><p></p>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p></p> Adoption Fee: $30.00<p></p>"
K17-104626,A545669,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A545669,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,2 YEARS,Female,Domestic Shorthair,Gray / White,11/07/2017 12:00:00 AM,Received on,14400 46TH AVE S,TUKWILA,WA,98168,TUKWILA,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A545669,Image Copyright HLP Inc. 2017,"14400 46TH AVE S
TUKWILA, WA 98168
","Received on: 2017-11-07<p></p> Found Near: 14400 46TH AVE S, TUKWILA WA 98168<p></p> Description: Gray / White Female Domestic Shorthair Cat<p></p> Age: 2 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-104605,A545562,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A545562,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,10 YEARS,Male,Domestic Shorthair,Orange,11/06/2017 12:00:00 AM,Received on,22700 SE 436TH ST,ENUMCLAW,WA,98022,ENUMCLAW,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A545562,Image Copyright HLP Inc. 2017,"22700 SE 436TH ST
ENUMCLAW, WA 98022
","Received on: 2017-11-06<p></p> Found Near: 22700 SE 436TH ST, ENUMCLAW WA 98022<p></p> Description: Orange Male Domestic Shorthair Cat<p></p> Age: 10 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-104317,A544229,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A544229,"Reber Ranch 28606 132ND AVE SE KENT, WA 98042",Caramel,Cat,4 YEARS,Neutered Male,Domestic Mediumhair,Brn Tabby,10/28/2017 12:00:00 AM,Received on,28606 132ND AVE SE,KENT,WA,98042,KENT,47.344857,-122.164359,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A544229,Image Copyright HLP Inc. 2017,"28606 132ND AVE SE
KENT, WA 98042
(47.344857, -122.164359)","Received on: 2017-10-28<p></p> Description: Brn Tabby<p></p>  Neutered Male Domestic Mediumhair Cat<p></p> Age: 4 YEARS<p></p> Current Location: Reber Ranch 28606 132ND AVE SE KENT, WA 98042<p></p>Hi! My name is Caramel and I am available for adoption.<p></p><p></p>I was brought in by an Animal Control Officer on October 28, 2017.<p></p><p></p>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p></p><p></p>I am an independent kitty who likes to do my own thing!<p></p> Adoption Fee: $30.00<p></p>"
K17-103639,A541504,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A541504,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",The Mountain,Cat,5 YEARS 1 MONTH,Male,Domestic Shorthair / Siamese,Seal Pt,10/07/2017 12:00:00 AM,Received on,23600 SE 371ST ST,ENUMCLAW,WA,98022,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A541504,Image Copyright HLP Inc. 2017,"23600 SE 371ST ST
ENUMCLAW, WA 98022
","Received on: 2017-10-07<p></p> Found Near: 23600 SE 371ST ST, ENUMCLAW WA 98022<p></p> Description: Seal Pt Male Domestic Shorthair / Siamese Cat<p></p> Age: 5 YEARS 1 MONTH<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-104465,A545034,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A545034,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Prince Ali,Dog,6 YEARS,Neutered Male,Pomeranian,Black,11/02/2017 12:00:00 AM,Received on,11700 SE 240TH ST,KENT,WA,98031,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A545034,Image Copyright HLP Inc. 2017,"11700 SE 240TH ST
KENT, WA 98031
","Received on: 2017-11-02<p></p> Found Near: 11700 SE 240TH ST, KENT WA 98031<p></p> Description: Black Neutered Male Pomeranian Dog<p></p> Age: 6 YEARS<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p>"
K17-104586,A545205,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A545205,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Fabio,Cat,15 WEEKS,Neutered Male,Domestic Longhair,Black / White,11/06/2017 12:00:00 AM,Received on,21600 64TH AVE S,KENT,WA,98032,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A545205,Image Copyright HLP Inc. 2017,"21600 64TH AVE S
KENT, WA 98032
","Received on: 2017-11-06<p></p> Found Near: 21600 64TH AVE S, KENT WA 98032<p></p> Description: Black / White Neutered Male Domestic Longhair Cat<p></p> Age: 15 WEEKS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-104372,A528129,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A528129,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Velvet,Rabbit Sh,1 YEAR,Spayed Female,Rabbit Sh,Black / White,10/30/2017 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A528129,Image Copyright HLP Inc. 2017,,"Received on: 2017-10-30<p></p> Description: Black / White<p></p>  Spayed Female Rabbit Sh Rabbit Sh<p></p> Age: 1 YEAR<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>My personality color is GREEN. I am an adaptable rabbit who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p></p><p></p>I am bonded with my sister Nesquick A528128. This means that we must be adopted together. Our caregives often see us laying and playing together.<p></p> Adoption Fee: $30.00<p></p>"
K17-104095,A543275,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A543275,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,8 YEARS,Neutered Male,Domestic Shorthair,Black,10/21/2017 12:00:00 AM,Received on,21600 64TH AVE S,KENT,WA,98032,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A543275,Image Copyright HLP Inc. 2017,"21600 64TH AVE S
KENT, WA 98032
","Received on: 2017-10-21<p></p> Found Near: 21600 64TH AVE S, KENT WA 98032<p></p> Description: Black Neutered Male Domestic Shorthair Cat<p></p> Age: 8 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-104555,A545510,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A545510,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Zayden,Cat,7 MONTHS,Male,Domestic Shorthair,Orange,11/06/2017 12:00:00 AM,Received on,SE 416TH ST,ENUMCLAW,WA,98022,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A545510,Image Copyright HLP Inc. 2017,"SE 416TH ST
ENUMCLAW, WA 98022
","Received on: 2017-11-06<p></p> Found Near: SE 416TH ST, ENUMCLAW WA 98022<p></p> Description: Orange Male Domestic Shorthair Cat<p></p> Age: 7 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-104390,A539619,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A539619,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Harley,Cat,9 WEEKS,Neutered Male,Domestic Shorthair,Black / White,10/31/2017 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A539619,Image Copyright HLP Inc. 2017,"12040 NE 85TH ST
KIRKLAND, WA 98033
(47.680519, -122.179195)","Received on: 2017-10-31<p></p> Description: Black / White<p></p>  Neutered Male Domestic Shorthair Cat<p></p> Age: 9 WEEKS<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p><p></p> Adoption Fee: $100.00<p></p>"
K17-103495,A540891,Regional Animal Services of King County,FOUND,http://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1778034,In Public Home,,Cat,,Female,American Shorthair,Unknown,10/01/2017 12:00:00 AM,Date Found,34TH & S. 290TH ST,,,,JURISDICTION,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1778034,Image Copyright HLP Inc. 2017,"34TH &amp; S. 290TH ST
",
K17-104569,A545188,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A545188,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Tuxy,Cat,1 YEAR,Neutered Male,Domestic Shorthair,Black / White,11/06/2017 12:00:00 AM,Received on,21600 64TH AVE S,KENT,WA,98032,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A545188,Image Copyright HLP Inc. 2017,"21600 64TH AVE S
KENT, WA 98032
","Received on: 2017-11-06<p></p> Found Near: 21600 64TH AVE S, KENT WA 98032<p></p> Description: Black / White Neutered Male Domestic Shorthair Cat<p></p> Age: 1 YEAR<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-099914,A530641,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Tilly,Cat,2 YEARS 4 MONTHS,Spayed Female,Domestic Longhair,Dilute Tor,06/23/2017 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KING COUNTY,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A530641,Image Copyright HLP Inc. 2017,"21615 64TH AVE S
KENT, WA 98032
(47.407788, -122.255197)","Received on: 2017-06-23<p></p> Description: Dilute Tor Spayed Female Domestic Longhair Cat<p></p> Age: 2 YEARS 4 MONTHS<p></p> Current Location: In RASKC Foster Home <p></p>Hi! My name is Tilly and I am available for adoption.<p></p><p></p>I was transfered in from another shelter on June 23, 2017 where I was originally brought in by a good samaritan<p></p><p></p>I am an affectionate lovebug on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p></p><p></p>Because I can be so sassy, I am looking for an adult only home with cat savvy folks! I need a home where everyone knows I am in charge and will be happy with me always getting my way!<p></p><p></p>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p></p><p></p>I have tested positive for Feline Leukemia Virus (FeLV). Cats with FeLV can still live fulfilling lives, but extra care may be required. This cat should live indoors only.<p></p><p></p>Please visit this page for more information: http://www.vet.cornell.edu/fhc/Health_Information/brochure_felv.cfm<p></p>Adoption Fee: $30.00<p></p>"
K17-102241,A536754,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A536754,Meowtropolitan,Cinnamon,Cat,5 YEARS 2 MONTHS,Spayed Female,Domestic Mediumhair,Brn Tabby,08/26/2017 12:00:00 AM,Received on,2000 S 142ND ST,SEATAC,WA,98168,SEATAC,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A536754,Image Copyright HLP Inc. 2017,"2000 S 142ND ST
SEATAC, WA 98168
","Received on: 2017-08-26<p></p> Found Near: 2000 S 142ND ST, SEATAC WA 98168<p></p> Description: Brn Tabby Spayed Female Domestic Mediumhair Cat<p></p> Age: 5 YEARS 2 MONTHS<p></p> Current Location: Meowtropolitan<p></p>"
K17-104431,A544828,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A544828,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,1 YEAR,Spayed Female,Domestic Shorthair,Gray / White,11/01/2017 12:00:00 AM,Received on,23400 30TH AVE S,KENT,WA,98032,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A544828,Image Copyright HLP Inc. 2017,"23400 30TH AVE S
KENT, WA 98032
","Received on: 2017-11-01<p></p> Found Near: 23400 30TH AVE S, KENT WA 98032<p></p> Description: Gray / White Spayed Female Domestic Shorthair Cat<p></p> Age: 1 YEAR<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
